zip_code,offense_nibrs,incident_number,offense_description,incident_reported,zone,latitude,longitude,incident_occurred,primary_key,geometry,index_right,precinct
37213,35A,20180512266,POSSESSION OF A CONTROLLED SUB FOR RESALE,2018-06-13T06:20:00,413,36.165,-86.769,2018-06-13T03:57:00,20180512266_11,POINT (-86.76900000000001 36.165),0,CENTRAL
37210,35A,20180057402,POSSESSION OF A CONTROLLED SUBSTANCE,2018-01-18T13:44:00,425,36.152,-86.771,2018-01-18T11:30:00,20180057402_11,POINT (-86.771 36.152),0,CENTRAL
37203,35A,20180006774,MARIJUANA - POSSESS,2018-01-03T04:11:00,423,36.156,-86.787,2018-01-03T03:30:00,20180006774_11,POINT (-86.78700000000001 36.156),0,CENTRAL
37203,35A,20180031868,MARIJUANA (FREE TEXT),2018-01-10T17:45:00,411,36.161,-86.793,2018-01-10T17:15:00,20180031868_11,POINT (-86.79300000000001 36.161),0,CENTRAL
37201,35A,20180147379,MARIJUANA - POSSESS,2018-02-18T07:02:00,415,36.17,-86.779,2018-02-14T12:02:00,20180147379_11,POINT (-86.779 36.17),0,CENTRAL
37201,35A,20180923491,POSSESSION OF A CONTROLLED SUBSTANCE,2018-11-03T03:50:00,415,36.17,-86.779,2018-11-03T02:00:00,20180923491_11,POINT (-86.779 36.17),0,CENTRAL
37201,35A,20180019981,POSSESSION OF A CONTROLLED SUB FOR RESALE,2018-01-07T00:36:00,415,36.17,-86.779,2018-01-07T00:00:00,20180019981_11,POINT (-86.779 36.17),0,CENTRAL
37203,35A,20180033368,"DISPENSE PRESCRIPTION DRUG, VOID REGIS. NUMBER",2018-01-11T02:44:00,425,36.153,-86.776,2018-01-11T01:30:00,20180033368_11,POINT (-86.776 36.153),0,CENTRAL
37203,35A,20180012980,MARIJUANA - POSSESS,2018-01-04T22:04:00,423,36.155,-86.788,2018-01-04T21:01:00,20180012980_11,POINT (-86.788 36.155),0,CENTRAL
37203,35A,20180263547,POSSESSION OF A CONTROLLED SUBSTANCE,2018-03-22T20:45:00,411,36.161,-86.793,2018-03-22T16:50:00,20180263547_11,POINT (-86.79300000000001 36.161),0,CENTRAL
37203,35A,20181032849,MARIJUANA - POSSESS,2018-12-13T15:43:00,425,36.152,-86.773,2018-12-13T15:43:00,20181032849_11,POINT (-86.773 36.152),0,CENTRAL
37201,35A,20180303814,MARIJUANA - POSSESS,2018-04-04T21:04:00,415,36.165,-86.777,2018-04-04T20:29:00,20180303814_11,POINT (-86.777 36.165),0,CENTRAL
37201,35A,20180000266,"DRUGS, COCAINE, POSSESS",2018-01-01T02:47:00,415,36.162,-86.775,2018-01-01T02:10:00,20180000266_11,POINT (-86.77500000000001 36.162),0,CENTRAL
37203,35A,20180035276,"DRUGS, COCAINE, POSSESS",2018-01-11T15:59:00,423,36.152,-86.778,2018-01-11T14:20:00,20180035276_11,POINT (-86.77800000000001 36.152),0,CENTRAL
37213,35A,20180561585,POSSESSION OF A CONTROLLED SUBSTANCE,2018-06-29T02:32:00,413,36.176,-86.774,2018-06-29T01:27:00,20180561585_11,POINT (-86.774 36.176),0,CENTRAL
37203,35A,20180058128,MARIJUANA - POSSESS,2018-01-18T17:31:00,425,36.152,-86.772,2018-01-18T15:59:00,20180058128_11,POINT (-86.77200000000001 36.152),0,CENTRAL
,35A,20181031203,"DRUGS, COCAINE, SELL",2018-12-13T01:40:00,,36.16,-86.78,2018-12-13T01:01:00,20181031203_11,POINT (-86.78 36.16),0,CENTRAL
37201,35A,20180012832,"DISPENSE PRESCRIPTION DRUG, VOID REGIS. NUMBER",2018-01-04T20:25:00,415,36.165,-86.777,2018-01-04T20:08:00,20180012832_11,POINT (-86.777 36.165),0,CENTRAL
37210,35A,20180191933,POSSESSION OF A CONTROLLED SUBSTANCE,2018-02-28T16:10:00,425,36.157,-86.77,2018-02-28T15:05:00,20180191933_11,POINT (-86.77 36.157),0,CENTRAL
37207,35A,20180339966,MARIJUANA - POSSESS,2018-04-16T11:59:00,413,36.177,-86.775,2018-04-16T08:15:00,20180339966_11,POINT (-86.77500000000001 36.177),0,CENTRAL
37213,35A,20180069965,POSSESSION OF A CONTROLLED SUBSTANCE,2018-01-22T14:19:00,413,36.165,-86.768,2018-01-22T14:19:00,20180069965_11,POINT (-86.768 36.165),0,CENTRAL
37203,35A,20180012015,POSSESSION OF A CONTROLLED SUBSTANCE,2018-01-04T18:20:00,411,36.169,-86.788,2018-01-04T15:00:00,20180012015_11,POINT (-86.788 36.169),0,CENTRAL
37201,35A,20180867492,POSSESSION OF A CONTROLLED SUBSTANCE,2018-10-14T14:41:00,415,36.165,-86.776,2018-10-14T13:31:00,20180867492_11,POINT (-86.776 36.165),0,CENTRAL
37201,35A,20180053953,MARIJUANA - POSSESS,2018-01-17T16:37:00,415,36.17,-86.779,2018-01-17T14:50:00,20180053953_11,POINT (-86.779 36.17),0,CENTRAL
,35A,20180458853,MARIJUANA (FREE TEXT),2018-05-25T05:00:00,,36.17,-86.78,2018-05-25T05:00:00,20180458853_11,POINT (-86.78 36.17),0,CENTRAL
37201,35A,20180055334,MARIJUANA - POSSESS,2018-01-17T22:18:00,425,36.158,-86.772,2018-01-17T21:30:00,20180055334_11,POINT (-86.77200000000001 36.158),0,CENTRAL
37210,35A,20180965894,MARIJUANA - POSSESS,2018-11-18T02:03:00,425,36.155,-86.765,2018-11-18T01:08:00,20180965894_11,POINT (-86.765 36.155),0,CENTRAL
37201,35A,20181000621,POSSESSION OF A CONTROLLED SUBSTANCE,2018-12-01T06:24:00,415,36.17,-86.779,2018-11-30T07:00:00,20181000621_11,POINT (-86.779 36.17),0,CENTRAL
37201,35A,20180535711,"DRUGS, COCAINE, POSSESS",2018-06-21T00:19:00,415,36.17,-86.779,2018-06-20T23:27:00,20180535711_11,POINT (-86.779 36.17),0,CENTRAL
37219,35A,20180223257,MARIJUANA - POSSESS,2018-03-10T01:43:00,411,36.166,-86.78,2018-03-09T23:55:00,20180223257_11,POINT (-86.78 36.166),0,CENTRAL
37203,35A,20180492875,POSSESSION OF A CONTROLLED SUBSTANCE,2018-06-06T16:09:00,423,36.157,-86.787,2018-06-06T13:15:00,20180492875_11,POINT (-86.78700000000001 36.157),0,CENTRAL
37210,35A,20181033965,MARIJUANA - POSSESS,2018-12-16T20:39:00,425,36.153,-86.768,2018-12-14T00:15:00,20181033965_11,POINT (-86.768 36.153),0,CENTRAL
37210,35A,20180009226,MARIJUANA - POSSESS,2018-01-03T20:29:00,425,36.152,-86.771,2018-01-03T19:39:00,20180009226_11,POINT (-86.771 36.152),0,CENTRAL
37219,35A,20180006788,POSSESSION OF A CONTROLLED SUBSTANCE,2018-01-03T05:13:00,411,36.163,-86.781,2018-01-03T03:42:00,20180006788_11,POINT (-86.78100000000001 36.163),0,CENTRAL
37210,35A,20180927386,POSSESSION OF A CONTROLLED SUBSTANCE,2018-11-04T23:32:00,425,36.152,-86.769,2018-11-03T22:15:00,20180927386_11,POINT (-86.76900000000001 36.152),0,CENTRAL
37201,35A,20180208687,POSS. OR CASUAL EXCHANGE OF HERIN-PRIOR CONVICTIONS,2018-03-06T02:57:00,415,36.17,-86.779,2018-03-05T23:20:00,20180208687_11,POINT (-86.779 36.17),0,CENTRAL
37203,35A,20180239273,POSSESSION OF A CONTROLLED SUBSTANCE,2018-03-15T04:10:00,421,36.16,-86.781,2018-03-15T01:45:00,20180239273_22,POINT (-86.78100000000001 36.16),0,CENTRAL
37201,35A,20181046013,POSSESSION OF A CONTROLLED SUBSTANCE,2018-12-19T00:23:00,415,36.165,-86.776,2018-12-18T23:45:00,20181046013_11,POINT (-86.776 36.165),0,CENTRAL
37201,35A,20181024593,MARIJUANA - POSSESS,2018-12-10T18:00:00,421,36.163,-86.777,2018-12-10T17:30:00,20181024593_11,POINT (-86.777 36.163),0,CENTRAL
37201,35A,20180449295,POSSESSION OF A CONTROLLED SUBSTANCE,2018-05-25T13:45:00,415,36.162,-86.774,2018-05-22T08:40:00,20180449295_11,POINT (-86.774 36.162),0,CENTRAL
37201,35A,20180085317,POSSESSION OF A CONTROLLED SUBSTANCE,2018-01-26T16:54:00,415,36.17,-86.779,2018-01-26T16:50:00,20180085317_11,POINT (-86.779 36.17),0,CENTRAL
37201,35A,20180862661,MARIJUANA - POSSESS,2018-10-12T13:01:00,413,36.17,-86.78,2018-10-12T10:24:00,20180862661_11,POINT (-86.78 36.17),0,CENTRAL
37201,35A,20180047895,"DISPENSE PRESCRIPTION DRUG, VOID REGIS. NUMBER",2018-01-15T21:45:00,421,36.162,-86.776,2018-01-15T20:44:00,20180047895_11,POINT (-86.776 36.162),0,CENTRAL
37203,35A,20180591126,MARIJUANA - POSSESS,2018-07-09T02:18:00,423,36.153,-86.778,2018-07-09T01:30:00,20180591126_11,POINT (-86.77800000000001 36.153),0,CENTRAL
37201,35A,20180983880,"DRUGS, COCAINE, POSSESS",2018-11-25T07:17:00,415,36.17,-86.779,2018-11-25T05:25:00,20180983880_11,POINT (-86.779 36.17),0,CENTRAL
37210,35A,20180066193,POSSESSION OF A CONTROLLED SUBSTANCE,2018-01-21T01:17:00,425,36.157,-86.771,2018-01-21T00:49:00,20180066193_11,POINT (-86.771 36.157),0,CENTRAL
37201,35A,20180647412,POSSESSION OF A CONTROLLED SUBSTANCE,2018-07-28T19:15:00,421,36.161,-86.777,2018-07-28T01:03:00,20180647412_11,POINT (-86.777 36.161),0,CENTRAL
37201,35A,20180062732,MARIJUANA - POSSESS,2018-01-19T21:44:00,421,36.16,-86.777,2018-01-19T20:30:00,20180062732_11,POINT (-86.777 36.16),0,CENTRAL
,35A,20180966324,"DISPENSE PRESCRIPTION DRUG, VOID REGIS. NUMBER",2018-11-18T07:18:00,,36.16,-86.78,2018-11-18T05:45:00,20180966324_11,POINT (-86.78 36.16),0,CENTRAL
37201,35A,20180039791,"DISPENSE PRESCRIPTION DRUG, VOID REGIS. NUMBER",2018-01-13T02:17:00,415,36.17,-86.779,2018-01-12T22:30:00,20180039791_11,POINT (-86.779 36.17),0,CENTRAL
37203,35A,20180636945,MARIJUANA (FREE TEXT),2018-07-24T18:02:00,425,36.153,-86.776,2018-07-24T17:00:00,20180636945_11,POINT (-86.776 36.153),0,CENTRAL
37201,35A,20180867076,POSS.W/INT-CONT.SUB.- SCH. I,2018-10-14T09:46:00,415,36.17,-86.779,2018-10-14T08:26:00,20180867076_11,POINT (-86.779 36.17),0,CENTRAL
37201,35A,20180863884,"DRUGS, COCAINE, POSSESS",2018-10-12T20:50:00,415,36.17,-86.779,2018-10-12T20:50:00,20180863884_11,POINT (-86.779 36.17),0,CENTRAL
37201,35A,20180960942,CONTROLLED SUB. ANALOGUE - POSS OR CASUAL EXCHANGE,2018-11-16T07:14:00,,36.168,-86.779,2018-11-16T06:30:00,20180960942_11,POINT (-86.779 36.168),0,CENTRAL
37213,35A,20180748646,MARIJUANA - POSSESS,2018-09-01T04:24:00,413,36.171,-86.773,2018-08-31T23:00:00,20180748646_21,POINT (-86.773 36.171),0,CENTRAL
37201,35A,20180248252,POSSESSION OF A CONTROLLED SUBSTANCE,2018-03-17T22:17:00,415,36.17,-86.779,2018-03-17T20:36:00,20180248252_11,POINT (-86.779 36.17),0,CENTRAL
37207,35A,20180004105,MARIJUANA - POSSESS,2018-01-02T11:49:00,413,36.177,-86.775,2018-01-02T11:30:00,20180004105_11,POINT (-86.77500000000001 36.177),0,CENTRAL
37201,35A,20180396885,POSSESSION OF A CONTROLLED SUBSTANCE,2018-05-04T18:20:00,,36.161,-86.777,2018-05-04T17:20:00,20180396885_11,POINT (-86.777 36.161),0,CENTRAL
37201,35A,20180015759,MARIJUANA - POSSESS,2018-01-05T16:40:00,415,36.168,-86.777,2018-01-05T11:40:00,20180015759_11,POINT (-86.777 36.168),0,CENTRAL
37210,35A,20180683089,POSSESSION OF A CONTROLLED SUB FOR RESALE,2018-08-09T18:49:00,425,36.152,-86.771,2018-08-09T16:00:00,20180683089_11,POINT (-86.771 36.152),0,CENTRAL
37203,35A,20180196976,Poss. or Casual Exchange of Meth,2018-03-02T03:08:00,411,36.168,-86.788,2018-03-02T01:14:00,20180196976_11,POINT (-86.788 36.168),0,CENTRAL
37210,35A,20180167783,MARIJUANA - POSSESS,2018-02-20T23:24:00,425,36.156,-86.773,2018-02-20T22:40:00,20180167783_11,POINT (-86.773 36.156),0,CENTRAL
37201,35A,20180379665,POSSESSION OF A CONTROLLED SUBSTANCE,2018-04-29T06:21:00,415,36.17,-86.779,2018-04-29T03:08:00,20180379665_11,POINT (-86.779 36.17),0,CENTRAL
37201,35A,20180458009,POSSESSION OF A CONTROLLED SUBSTANCE,2018-05-24T23:31:00,415,36.163,-86.776,2018-05-24T22:32:00,20180458009_11,POINT (-86.776 36.163),0,CENTRAL
37201,35A,20180644600,Poss. or Casual Exchange of Meth,2018-07-27T02:48:00,415,36.17,-86.779,2018-07-26T01:11:00,20180644600_11,POINT (-86.779 36.17),0,CENTRAL
37201,35A,20180764042,MARIJUANA - POSSESS,2018-09-06T15:46:00,425,36.16,-86.771,2018-09-06T14:45:00,20180764042_11,POINT (-86.771 36.16),0,CENTRAL
37201,35A,20180950550,POSSESSION OF A CONTROLLED SUBSTANCE,2018-11-13T04:26:00,415,36.165,-86.776,2018-11-13T02:40:00,20180950550_11,POINT (-86.776 36.165),0,CENTRAL
37207,35A,20180741751,POSSESSION OF A CONTROLLED SUBSTANCE,2018-08-29T18:12:00,413,36.177,-86.776,2018-08-29T18:12:00,20180741751_11,POINT (-86.776 36.177),0,CENTRAL
,35A,20180266705,POSSESSION OF A CONTROLLED SUBSTANCE,2018-03-23T15:55:00,,36.16,-86.77,2018-03-23T14:00:00,20180266705_11,POINT (-86.77 36.16),0,CENTRAL
37201,35A,20180416294,POSSESSION OF A CONTROLLED SUBSTANCE,2018-05-11T22:01:00,415,36.17,-86.779,2018-05-10T23:30:00,20180416294_11,POINT (-86.779 36.17),0,CENTRAL
37213,35A,20180120566,POSSESSION OF A CONTROLLED SUBSTANCE,2018-02-06T04:48:00,413,36.165,-86.769,2018-02-06T04:04:00,20180120566_11,POINT (-86.76900000000001 36.165),0,CENTRAL
37213,35A,20180202574,POSSESSION OF A CONTROLLED SUBSTANCE,2018-03-03T22:55:00,413,36.165,-86.769,2018-03-03T22:00:00,20180202574_11,POINT (-86.76900000000001 36.165),0,CENTRAL
37203,35A,20180410391,MARIJUANA - POSSESS,2018-05-09T10:41:00,423,36.152,-86.78,2018-05-09T09:05:00,20180410391_11,POINT (-86.78 36.152),0,CENTRAL
37219,35A,20180458676,POSSESSION OF A CONTROLLED SUBSTANCE,2018-05-25T04:46:00,,36.161,-86.777,2018-05-25T03:09:00,20180458676_11,POINT (-86.777 36.161),0,CENTRAL
37219,35A,20180647087,POSSESSION OF A CONTROLLED SUBSTANCE,2018-07-27T23:02:00,411,36.163,-86.782,2018-07-27T21:42:00,20180647087_11,POINT (-86.782 36.163),0,CENTRAL
37213,35A,20180351806,MARIJUANA - POSSESS,2018-04-19T16:30:00,413,36.175,-86.774,2018-04-19T16:30:00,20180351806_11,POINT (-86.774 36.175),0,CENTRAL
37203,35A,20180426182,MARIJUANA - POSSESS,2018-05-14T15:30:00,425,36.152,-86.773,2018-05-14T15:04:00,20180426182_11,POINT (-86.773 36.152),0,CENTRAL
37203,35A,20180840836,MARIJUANA - POSSESS,2018-10-03T23:53:00,425,36.153,-86.776,2018-10-03T23:06:00,20180840836_11,POINT (-86.776 36.153),0,CENTRAL
37201,35A,20180925685,POSSESSION OF A CONTROLLED SUBSTANCE,2018-11-04T02:20:00,421,36.161,-86.777,2018-11-04T01:48:00,20180925685_11,POINT (-86.777 36.161),0,CENTRAL
37213,35A,20180163083,POSSESSION OF A CONTROLLED SUBSTANCE,2018-02-19T14:00:00,413,36.171,-86.769,2018-02-19T13:45:00,20180163083_11,POINT (-86.76900000000001 36.171),0,CENTRAL
37201,35A,20180397417,MARIJUANA - POSSESS,2018-05-04T22:04:00,421,36.161,-86.776,2018-05-04T20:30:00,20180397417_11,POINT (-86.776 36.161),0,CENTRAL
37213,35A,20180307089,POSSESSION OF A CONTROLLED SUBSTANCE,2018-04-05T21:22:00,413,36.161,-86.769,2018-04-05T21:22:00,20180307089_11,POINT (-86.76900000000001 36.161),0,CENTRAL
37201,35A,20180841108,"DISPENSE PRESCRIPTION DRUG, VOID REGIS. NUMBER",2018-10-04T03:19:00,425,36.158,-86.772,2018-10-04T01:20:00,20180841108_21,POINT (-86.77200000000001 36.158),0,CENTRAL
37201,35A,20180151673,POSSESSION OF A CONTROLLED SUBSTANCE,2018-02-15T19:05:00,421,36.16,-86.775,2018-02-15T16:49:00,20180151673_11,POINT (-86.77500000000001 36.16),0,CENTRAL
37201,35A,20180547686,MARIJUANA - POSSESS,2018-06-25T00:34:00,415,36.17,-86.779,2018-06-25T00:05:00,20180547686_11,POINT (-86.779 36.17),0,CENTRAL
37203,35A,20180836393,MARIJUANA - POSSESS,2018-10-02T15:37:00,423,36.152,-86.784,2018-10-02T14:25:00,20180836393_11,POINT (-86.78400000000001 36.152),0,CENTRAL
37203,35A,20180727187,MARIJUANA - POSSESS,2018-08-24T19:30:00,423,36.153,-86.778,2018-08-24T19:30:00,20180727187_11,POINT (-86.77800000000001 36.153),0,CENTRAL
37213,35A,20180511858,POSSESSION OF A CONTROLLED SUBSTANCE,2018-06-13T01:09:00,413,36.172,-86.77,2018-06-13T00:36:00,20180511858_11,POINT (-86.77 36.172),0,CENTRAL
37219,35A,20180396597,MARIJUANA - POSSESS,2018-05-04T17:30:00,411,36.165,-86.781,2018-05-04T15:48:00,20180396597_11,POINT (-86.78100000000001 36.165),0,CENTRAL
,35A,20190558891,"DRUGS, COCAINE, POSSESS",2019-07-27T04:27:00,,36.17,-86.77,2018-07-26T23:30:00,20190558891_11,POINT (-86.77 36.17),0,CENTRAL
,35A,20180257245,MARIJUANA - POSSESS,2018-03-20T22:30:00,,36.16,-86.78,2018-03-20T21:55:00,20180257245_11,POINT (-86.78 36.16),0,CENTRAL
37203,35A,20180166316,DRUG FREE SCH.ZONE-CONT.SUB.-SCH. IV,2018-02-20T14:33:00,423,36.152,-86.776,2018-02-20T13:30:00,20180166316_11,POINT (-86.776 36.152),0,CENTRAL
37201,35A,20180910801,POSSESSION OF A CONTROLLED SUBSTANCE,2018-10-30T03:08:00,421,36.163,-86.777,2018-10-30T02:13:00,20180910801_11,POINT (-86.777 36.163),0,CENTRAL
37207,35A,20180375961,MARIJUANA - POSSESS,2018-04-28T14:50:00,413,36.177,-86.776,2018-04-28T14:50:00,20180375961_11,POINT (-86.776 36.177),0,CENTRAL
37201,35A,20180557546,POSSESSION OF A CONTROLLED SUBSTANCE,2018-06-27T20:35:00,415,36.163,-86.774,2018-06-27T20:35:00,20180557546_11,POINT (-86.774 36.163),0,CENTRAL
37201,35A,20180126372,POSSESSION OF A CONTROLLED SUBSTANCE,2018-02-07T20:46:00,421,36.159,-86.776,2018-02-07T19:38:00,20180126372_11,POINT (-86.776 36.159),0,CENTRAL
,35A,20180682871,MARIJUANA - POSSESS,2018-08-09T14:45:00,,36.17,-86.78,2018-08-09T14:10:00,20180682871_11,POINT (-86.78 36.17),0,CENTRAL
37213,35A,20180640987,MARIJUANA - POSSESS,2018-07-26T00:07:00,413,36.165,-86.768,2018-07-25T22:08:00,20180640987_11,POINT (-86.768 36.165),0,CENTRAL
37219,35A,20180222771,POSSESSION OF A CONTROLLED SUBSTANCE,2018-03-10T15:40:00,415,36.164,-86.779,2018-03-09T20:04:00,20180222771_11,POINT (-86.779 36.164),0,CENTRAL
37210,35A,20180637803,POSSESSION OF A CONTROLLED SUBSTANCE,2018-07-25T00:38:00,425,36.157,-86.77,2018-07-25T00:07:00,20180637803_11,POINT (-86.77 36.157),0,CENTRAL
37210,35A,20180681186,MARIJUANA - POSSESS,2018-08-09T03:13:00,425,36.153,-86.77,2018-08-09T00:09:00,20180681186_11,POINT (-86.77 36.153),0,CENTRAL
37201,35A,20180932693,MARIJUANA - POSSESS,2018-11-06T20:31:00,421,36.16,-86.777,2018-11-06T10:00:00,20180932693_22,POINT (-86.777 36.16),0,CENTRAL
37201,35A,20180903333,MARIJUANA - POSSESS,2018-10-27T03:55:00,415,36.17,-86.779,2018-10-27T02:21:00,20180903333_11,POINT (-86.779 36.17),0,CENTRAL
37203,35A,20180088927,"DRUGS, COCAINE, POSSESS",2018-01-27T20:08:00,423,36.152,-86.776,2018-01-27T16:39:00,20180088927_11,POINT (-86.776 36.152),0,CENTRAL
37210,35A,20180779252,POSSESSION OF A CONTROLLED SUBSTANCE,2018-09-12T03:37:00,425,36.157,-86.771,2018-09-12T03:15:00,20180779252_11,POINT (-86.771 36.157),0,CENTRAL
37201,35A,20181027724,POSSESSION OF A CONTROLLED SUBSTANCE,2018-12-12T20:30:00,421,36.161,-86.774,2018-12-11T19:30:00,20181027724_11,POINT (-86.774 36.161),0,CENTRAL
,35A,20180094491,DRUG FREE SCH.ZONE-CONT.SUB.-SCH. IV,2018-01-31T17:45:00,,36.16,-86.79,2018-01-29T15:30:00,20180094491_11,POINT (-86.79000000000001 36.16),0,CENTRAL
37210,35A,20180095598,POSSESSION OF A CONTROLLED SUBSTANCE,2018-01-30T00:40:00,425,36.157,-86.77,2018-01-30T00:12:00,20180095598_11,POINT (-86.77 36.157),0,CENTRAL
37201,35A,20180477214,POSSESSION OF A CONTROLLED SUB FOR RESALE,2018-06-01T13:38:00,421,36.161,-86.776,2018-06-01T00:00:00,20180477214_11,POINT (-86.776 36.161),0,CENTRAL
37203,35A,20180654059,MARIJUANA - POSSESS,2018-07-30T16:42:00,423,36.152,-86.776,2018-07-30T16:00:00,20180654059_11,POINT (-86.776 36.152),0,CENTRAL
37203,35A,20180641296,POSSESSION OF A CONTROLLED SUBSTANCE,2018-07-26T00:58:00,423,36.157,-86.787,2018-07-26T00:30:00,20180641296_11,POINT (-86.78700000000001 36.157),0,CENTRAL
37201,35A,20180750163,POSSESSION OF A CONTROLLED SUBSTANCE,2018-09-01T18:40:00,425,36.16,-86.771,2018-09-01T18:37:00,20180750163_11,POINT (-86.771 36.16),0,CENTRAL
37203,35A,20180700867,POSSESSION OF A CONTROLLED SUBSTANCE,2018-08-15T19:00:00,425,36.152,-86.773,2018-08-15T19:00:00,20180700867_11,POINT (-86.773 36.152),0,CENTRAL
37208,35A,20180625987,MARIJUANA - POSSESS,2018-07-20T20:53:00,413,36.173,-86.791,2018-07-20T19:36:00,20180625987_11,POINT (-86.791 36.173),0,CENTRAL
37201,35A,20180632995,Poss.w/Int-Cont.Sub.-Meth.5 gr or more,2018-07-23T14:42:00,415,36.17,-86.779,2018-07-23T13:15:00,20180632995_11,POINT (-86.779 36.17),0,CENTRAL
37219,35A,20180196197,MARIJUANA - POSSESS,2018-03-01T21:20:00,411,36.166,-86.781,2018-03-01T20:40:00,20180196197_11,POINT (-86.78100000000001 36.166),0,CENTRAL
37201,35A,20180658082,POSSESSION OF A CONTROLLED SUBSTANCE,2018-07-31T23:01:00,415,36.17,-86.779,2018-07-31T22:00:00,20180658082_11,POINT (-86.779 36.17),0,CENTRAL
37201,35A,20180362863,MARIJUANA - POSSESS,2018-04-23T18:26:00,415,36.163,-86.774,2018-04-23T17:30:00,20180362863_11,POINT (-86.774 36.163),0,CENTRAL
37208,35A,20180271555,MARIJUANA - POSSESS,2018-03-25T11:46:00,617,36.173,-86.791,2018-03-25T08:40:00,20180271555_22,POINT (-86.791 36.173),0,CENTRAL
37201,35A,20180440322,POSSESSION OF A CONTROLLED SUB FOR RESALE,2018-05-19T01:59:00,421,36.162,-86.776,2018-05-19T00:03:00,20180440322_11,POINT (-86.776 36.162),0,CENTRAL
37213,35A,20180325874,POSSESSION OF A CONTROLLED SUBSTANCE,2018-04-11T18:30:00,413,36.165,-86.77,2018-04-11T18:30:00,20180325874_11,POINT (-86.77 36.165),0,CENTRAL
37203,35A,20180253012,"DISPENSE PRESCRIPTION DRUG, VOID REGIS. NUMBER",2018-03-19T17:47:00,421,36.158,-86.779,2018-03-19T16:00:00,20180253012_22,POINT (-86.779 36.158),0,CENTRAL
37203,35A,20180547840,MARIJUANA - POSSESS,2018-06-25T02:28:00,425,36.15,-86.773,2018-06-25T01:12:00,20180547840_11,POINT (-86.773 36.15),0,CENTRAL
37213,35A,20180603708,POSSESSION OF A CONTROLLED SUBSTANCE,2018-07-13T09:11:00,413,36.169,-86.767,2018-07-13T06:00:00,20180603708_11,POINT (-86.767 36.169),0,CENTRAL
37207,35A,20180063094,POSSESSION OF A CONTROLLED SUBSTANCE,2018-01-19T21:40:00,413,36.177,-86.776,2018-01-19T21:40:00,20180063094_11,POINT (-86.776 36.177),0,CENTRAL
